comment_text,label,weak_label,confidence,depression_score,matched_keywords,text,source,weight
,0,,,0,,Nghiện lun òi,round5_active_learning,3.0
,0,,,0,,"Cảm ơn anh =) Video thật sự rất có ích, em gần như lo lắng đến mất ngủ cả tháng nay rồi :'(((((",round5_active_learning,3.0
,0,,,0,,Bố gor loại bth dán vào tự nứt láo thật chứ,round5_active_learning,3.0
,1,,,0,,Mik chỉ muốn uống 4 viên thuốc ngủ rồi ko tỉnh lại nữa 😢…,round5_active_learning,3.0
,0,,,0,,may quá. mik k bị nhưng bn tui bị,round5_active_learning,3.0
,0,,,0,,Tui là cung bạch dương ai cũng kêu tui dữ như tí ai biết tui hay khóc như tui muốn khóc thì tìm chỗi nào không có bóng người để khóc một mình,round5_active_learning,3.0
,0,,,0,,Từ vực 3 năm trước: nó vả suýt vỡ mặt!!!,round5_active_learning,3.0
,0,,,0,,Ngồi khóc hết nc mắt rồi đơ mặt ra :)),round5_active_learning,3.0
,0,,,0,,"Video ""Cha mẹ nên làm gì khi con rơi vào 'vũng lầy' trầm cảm?"" là một món quà vô giá dành cho các bậc phụ huynh đang loay hoay tìm lối đi giữa bóng tối của căn bệnh tâm lý. Với sự dẫn dắt tinh tế của host Quốc Khánh và những chia sẻ rút gan rút ruột từ PGS.TS Nguyễn Thị Phương Hoa, video không chỉ mang đến kiến thức khoa học mà còn là sự thấu cảm sâu sắc từ trải nghiệm thực tế của một người mẹ đồng hành cùng con suốt 10 năm. Lời ví von về ""đầm lầy"" và ""khẩu pháo"" giúp tôi hình dung rõ nét về sự kiên trì cần có. Video nhấn mạnh rằng bố mẹ phải an ổn mới có thể giúp con an bình, đồng thời khơi gợi động lực tự thân của trẻ. Từng phút của cuộc trò chuyện đều lấp lánh sự hy vọng và tình yêu thương, giúp xóa tan định kiến và tiếp thêm sức mạnh cho các gia đình. Một nội dung vô cùng nhân văn, ý nghĩa và cần thiết trong xã hội hiện đại! 🌟 ❤ 🌿 ✨ 🙏",round5_active_learning,3.0
,0,,,0,,Cám ơn Hêu rất nhiều. Mình đã tìm tới nhiều cách để trốn chạy khỏi sự cô đơn như lướt mxh vô bờ bến hay tìm những thứ nặng đô khác nữa để quên đi sự cô đơn nhưng rồi mình thấy podcast của Hêu và mình hiểu ra bản thân chỉ đang trốn tránh mà không chấp nhận sự cô đơn ấy. Bản thân trước đó đã từng như vậy nhưng cũng vượt qua được nhưng sao khi gục lần nữa lại k đứng lên được. Biết ơn vì đã coi được video này giúp mình nhận ra k phải vì mình dở hay gì cả là do mình chưa thật sự chấp nhận thôi.,round5_active_learning,3.0
,0,,,0,,Có những giai đoạn con người cảm thấy trống rỗng đến mức không còn biết mình đang cố gắng vì điều gì. Mọi thứ vẫn diễn ra bình thường bên ngoài… nhưng bên trong lại như mất kết nối với chính cuộc sống.,round5_active_learning,3.0
,0,,,0,,đau thật cay khóe mắt ...,round5_active_learning,3.0
,0,,,0,,"1. Tự tin hơn ngày hôm qua 2. Tự tin phải hành động thời gian đúc kết lặp lại 3. Mục đích của tự tin:cụ thể, rõ ràng, hình dung rõ nét Hành động: 1’ Điều mình nói ra có phải điều mình mong muốn trong tương lai hay không? 2’ ngừng so sánh với người khác mà số sánh mình với mình qk, ss mình với phiên bản tương lai. 3’ ở gần những người tự tin: real or sách,nghe khẳng định tích cực 4’ Hơi ấm: ăn gì ấm thân, phơi nắng, vận động gym đi bộ đạp xe 5’ ăn mừng những chiến thắng nhỏ mỗi ngày 5’ 4’",round5_active_learning,3.0
,1,,,0,,mỉm cười là hành động mà luc nào tớ cũng có thể làm lúc khóc lúc vui ummm dần dần tớ ko thể phân biết đc đâu là lúc tớ cười giả và lúc tớ cười thật,round5_active_learning,3.0
,1,,,0,,Tôi đang và ở trong tình trạng nv . Tôi kb phải làm sao. Mong ad tư vấn,round5_active_learning,3.0
,0,,,0,,"Không nên cảm thấy chán nản vì không thể làm một điều to lớn ngay lập tức, mà nên chia nhỏ nó ra hết mức có thể, đến nỗi mình cảm thấy xấu hổ khi không thực hiện nó, cũng như việc muốn tập yoga chỉ cần bắt đầu bằng 1 hơi thở, muốn đọc một cuốn sách chỉ cần bắt đầu bằng 1-2 trang đầu tiên.",round5_active_learning,3.0
,1,,,0,,"Ngoài lạm dụng chất kích thích thì mình mắc hầu hết các triệu chứng ở trên, đặc biệt là 3 và 8 :(",round5_active_learning,3.0
,0,,,0,,"đa số những quốc gia trên trước đó họ đã từng là các vùng đất thuộc địa hóa của phương Tây và có vài quốc gia được tách ra khỏi từ các quốc gia Liên Xô cũ và Nam Tư cũ có thể do họ có nền kinh tế,chính trị,chính phủ quản lý yếu kém,đất nước có người dân luôn phải sống trong nỗi lo bất ổn do chiến tranh gây ra và thường xuyên hay bị nội chiến do khác biệt về vấn đề dân tộc và tôn giáo.",round5_active_learning,3.0
,0,,,0,,Tôi không phản bội chính mình nữa,round5_active_learning,3.0
,0,,,0,,Em bị quài tới nỗi mà bây giờ ung thư vẫn phải làm😭😭😭😭😭😭😭😭😭😭😭😭😭😭,round5_active_learning,3.0
,0,,,0,,Thứ 7 tôi mới khóc sông lúc 22h40 rất buồn huhuhu 2:10,round5_active_learning,3.0
,1,,,0,,Tôi bị mọi người môi biến mất,round5_active_learning,3.0
,0,,,0,,Mỗi lần con gặp những chuyện không vui con nghe bài giảng này ngay lúc đó tâm con nhẹ nhàng không còn đau khổ nữa.A Di Đà Phật,round5_active_learning,3.0
,1,,,0,,"Em sợ lám bố mẹ em muốn em phải điểm cao lúc điểm kém ba mẹ la mắn em, em cũng nghĩ tới việc này",round5_active_learning,3.0
,0,,,0,,trắng đêm cùng kỷ niệm bủa vây hoang tàn ...!,round5_active_learning,3.0
,0,,,0,,Cảm động thành cảm lạnh,round5_active_learning,3.0
,0,,,0,,xem đến 3'28 em bấm dừng video để gỡ cài đặt facebook & messenger. Hôm nay em thật sự mệt mỏi về áp lực học tập thi cử; hy vọng là xem hết video năng lượng sẽ trở về với em,round5_active_learning,3.0
,0,,,0,,"Mình cũng bị,, cố gắng tập thể dục ,, nhưng đêm về Ko ngủ được ,, ngủ vài tiếng là thức.. dù cũng uống thuốc enxiety mỗi đêm",round5_active_learning,3.0
,0,,,0,,Tôi ko bị vì tôi là giga chad nên ko bị nó đè mắt,round5_active_learning,3.0
,0,,,0,,Huỷ hoại cuộc đời. Chúng tôi là con người ko phải cỗ máy hạc đến chết,round5_active_learning,3.0
,0,,,0,,"E cũng giống như anh, cũng sống trong 1 gia đình bình thường nên tư duy của e cũng bình thường cũng ổn định. Nhưng sau khi gia đình có người bị bệnh và cũng vào lúc covid thì lúc này em mới nhận ra mình phải nỗ lực nhiều hơn, quyết liệt hơn và lúc này tư duy của em cũng thay đổi, cũng mở thêm được một vài mối quan hệ và từ đó nhận thấy bản thân còn thiếu sót quá nhiều, có nhiều thứ cần phải học hỏi và khai mở. Bước ngoặt đó như mở ra cho em 1 cánh cửa mới và thật may bản thân vân kiên cường theo đuổi suốt 4 năm vừa qua khi làm việc 13 14 giờ một ngày, vẫn nỗ lực học thêm kĩ năng mới. Nhưng tại lúc này vẫn có 1 chút mông lung vì thấy thế giới kia bao la quá nhưng thời gian thì chỉ có 24h 1 ngày thì làm sao mà có thể ôm hết tất cả. có phải là bản thân quá tham lam. Thôi thì vẫn chúc cho bản thân chân cứng đá mềm kéo dài sự chăm chỉ nỗ lực này 30 40 năm như ba mẹ anh",round5_active_learning,3.0
,0,,,0,,Quá áp lực vì học tập,round5_active_learning,3.0
,1,,,0,,"Người thì sống, kẻ tồn tại ? Mỗi mình tôi, giữa ranh giới Chẳng biết phải làm sao nữa....",round5_active_learning,3.0
,0,,,0,,trời ơi đúng lúc em quằn quại mất ngủ vì lo âu thì chiếc video này như cứu tinh ạ,round5_active_learning,3.0
,0,,,0,,"Nếu hôm nay bạn mệt mỏi nhiều, hãy nghĩ ngơi một chút, buông bỏ một chút.... để lòng nhẹ hơn, tâm an thì mọi phiền não sẽ vơi đi... Nam Mô A Di Đà Phật.",round5_active_learning,3.0
,1,,,0,,"Tôi thì có hết. Có khi tôi xem điện thoại xuyên, đêm ngủ ở nhà cả ngày, có khi ko tắm vì mệt thì ko biết vì sao mình mệt và cũng ko thích xuống sân chơi cứ thích ở nhà hoặc ở trong phòng thôi😢",round5_active_learning,3.0
,0,,,0,,"Mỗi khi bóng tối về, nhắm mắt lại, tất cả đau đớn vì bị phản bội lại hiện rõ ra như mới hôm qua. Cũng cố gắng cho tâm ổn định",round5_active_learning,3.0
,0,,,0,,"em cảm ơn chị vừng nhiều cực luôn ạ. Năm nay em thi cuối kì II, em thực sự rất tự tin về cả điểm toán lẫn văn anh tại em là lớp phó học tập, học sinh giỏi anh và văn, còn toán cũng bth. nhưng hôm nay ngày 13/5, cô tiếng anh của em đọc điểm và em thực sự, thực sự rất sốc luôn. Toán em chỉ đc 4, văn được 6,75 và anh thì là 1 hsg được cô tin tưởng nhưng chỉ được 7,8. Wow, em không muốn tin vào tai luôn. Tổng điểm của em chỉ được 18,55 và xếp thứ 6 lớp. Cả lớp nhìn em kiểu khó tin, cả crush em được tổng điểm là 21,85 xếp thứ 2 lớp cũng nhìn em giễu cợt nọ kia. Trong khi có cả khối đứa không có quyền chức gì cũng được xếp cao hơn em. Trưa nay về em khóc 1 trận tơi bời và gần như sụp đổ luôn. Lúc đi về mấy đứa xếp cao hơn em cứ đi xe bên cạnh trêu với cười nọ kia, có mấy đứa còn cố tình đâm vào xe em. Nma em điểm thấp nên kh dám chống lại tụi nó. Về nhà em lục cả youtube và tình cờ nhìn thấy vid của chị. Chị truyền động lực cho em rất nhiều ạ, em cảm ơn><",round5_active_learning,3.0
,0,,,0,,Anh giang cho em hỏi căng thẳng có chịu chứng toát mồ hôi lạnh ko anh,round5_active_learning,3.0
,0,,,0,,"cuộc sống hiện tại của em không thích hợp để tiếp tục tình yêu cụa em với anh ấy,và em dng lừa dối anh ấy về cuộc sống của em,em sống khc giờ với anh ấy nhưng em chưa sẵn sàng để nói tht tất cả điều đó với anh ,em không muốn làm tổn thương anh ấy",round5_active_learning,3.0
,0,,,0,,"Cả 2 bên họ nội họ ngoại của mình đều đặt áp lực thi cử lên con cháu . Mình có một người anh họ , anh ấy học rất giỏi , mà chỉ bị có 8,5 điểm Vật Lí mà bị chửi không ra gì. Bản thân mình cũng là một trong những nạn nhân của áp lực thì cử, mình đang viết bình luận này sau một đêm thức trắng ôn thì hk đây ToT",round5_active_learning,3.0
,0,,,0,,Chị t bị rồi Đúng đúng đúng,round5_active_learning,3.0
,0,,,0,,Dạy lớp chọn đã khổ mà còn là con ông cháu cha thì chắc áp lực muốn nổ xác 😂,round5_active_learning,3.0
,0,,,0,,Tự thấy may mắn vì mình mất ngủ cg đc 4 năm rồi nhưng mà mình yêu con mình bằng cả tính mạng. Lúc mình nổi điên lên mình chỉ đập thằng ck chứ chả bao giờ đụng vô con 😂. Nói chung nếu ko có thằng ck thì chả phải chịu khổ vậy cho nên mấy mẹ cứ đè ck ra mà đập thẳng tay cho đỡ stress.,round5_active_learning,3.0
,0,,,0,,"Mik hồi lớp 5 thi lên cấp 2 lớp 6. Mik dự định thi vào mấy trg chất lượng cao như Nguyễn Tất Thành, Ngoại Ngữ,.. nhưng vì mik chủ quan mà nghĩ là "" thôi, mik học cx giỏi r, ôn lm cái j cho nó mệt nhọc ng ra,... "" Nên là lúc đấy mik thi ko đỗ vào trg nào cả. Lúc mik bt tin là mik ko đỗ vào trg nào cả thì mik cx rất là buồn và hối hận bởi vì mik đã ko tập trung học và bố mẹ cx đăng kí cho mik rất là nhiều lớp học thêm chất lượng cao này kia và ở rất là xa nhà. Mik nhớ láng máng có một lớp học thêm bố mẹ mik đăng kí cho mik học ở tận Cổ Nhuế mà trong khi mik ở Hà Nội. Mà chị mik bảo là tiền học thêm tổng của mik cx phải hơn 40tr gì đấy. Thế là bây h lên cấp hai, mik tập trung vào việc học hơn và đến năm cuối cấp hai mik dồn toàn bộ sức lực ôn thi. Có hôm 2-3h sáng mik còn chx đi ngủ. Nhưng kết quả nhận đc khiến mik vô cùng vui vì mik đã đỗ Amsterdam cấp 3. Lúc bt tin, bố mẹ mik vui lắm. Con cảm ơn bố mẹ vì đã đưa đón con đi học, nuôi con khốn lớn❤❤",round5_active_learning,3.0
,0,,,0,,Vừa kết thúc mối tình 4 năm sự kết thúc đó k mấy tốt đẹp 😢. Thực sự cảm thấy đau đớn và suy sụp quá Mong rằng mình sẽ sớm vượt qua,round5_active_learning,3.0
,0,,,0,,"A ta thâm thuý , tàn nhẫn, làm hỏng cả 1 g đình.",round5_active_learning,3.0
,0,,,0,,"Tôi đã bỏ lỡ nhiều hương vị của tình yêu Khi bạn bè đã lũ lượt lấy vợ lấy chồng con bồng bế trên tay thì tôi vẫn là một thanh niên đang già theo năm tháng Ở cái tuổi 27 thật sự chông chênh về mọi thứ,còn chưa nếm được hỷ nộ ái tình của tình yêu 1 thanh niên già đang ở trong giai đoạn có lẽ là khắc nghiệt nhất khi chưa có gì trong tay -04.10.2018 khó ngủ",round5_active_learning,3.0
,0,,,0,,"Có một con khỉ trầm cảm ,đã tự cứu lấy mình. khó như leo một ngọn núi vô danh , không biết khỉ có leo được ko , không rõ con đường phía trước sẽ ra sao , cái đỉnh trông thế nào, cứ leo rồi lại vấp ngã , ngã tới khi cần cả cú ngã để trở về . khi ấy đỉnh mới hiện lên , ồ hóa ra là khỉ của lúc này",round5_active_learning,3.0
,0,,,0,,Buồn quá đi thôi mình chi muốn khóc nhưng ko khóc được,round5_active_learning,3.0
,0,,,0,,"Không biết sao nghe mà cứ thấy bồn chồn, lo lắng kiểu gì ấy ạ🥲",round5_active_learning,3.0
,0,,,0,,"Không phải, người đó là người mẹ đơn thân ở Đức. Cô con gái do cãi nhau với mẹ bỏ ra ngoài và bị gã hàng xóm sát hại ,cô bé chỉ mới 7 tuổi. Trước tòa án , hắn trốn tội biện hộ do có giấy chứng nhận tâm thần, hắn còn có tiền án lạm dụng trẻ em , đổ lỗi do cô bé uy hiếp và tống tiền. Sau 7 ngày trước tòa người mẹ đã rút súng bắn 8 viên đạn vào lưng kẻ đã giết con gái mình . Bà bị tòa phán tội ngộ sát , khi ra tù không lâu sau bà mất do ung thư và bà được chôn cất cạnh mộ của con gái mình.😔😔😔😔😔",round5_active_learning,3.0
,0,,,0,,"Đêm 07/12/2024, những ký ức tươi đẹp về anh nó như dần hiện rõ trong em. Nhớ anh lắm, nhớ người em đã từng yêu thật sự, nhớ những gì ta đã từng hy vọng và dựng xây. Nhưng tất cả đã kết thúc, ngày mà anh xa rời thế giới này, ngày mà anh không còn đau đớn, không còn mệt mỏi vì bệnh tật. Bài hát như chính tâm trạng của em ngay lúc này. Bỗng dưng muốn khóc, bỗng dưng nhớ về anh, bỗng dưng em chợt nhận ra, mình vẫn cô đơn đến tận bây giờ, không ai kề bên. Ở trần thế này, em mong anh có kiếp sống mới bình yên và không còn khổ đau nữa. Mãi nhớ anh da diết không nguôi!",round5_active_learning,3.0
,0,,,0,,"Năm nay mình chỉ vừa 20 tuổi nhưng mình rất yêu thích giành 1 khoảng thời gian nào đó trong ngày để đi dạo 1 vòng ngắm nhìn thật kỉ mọi cảnh vật xung quanh mình từng con người từng góc phố từng nơi mình từng đi qua, thích ngắm mây, từng cái cây ngọn cỏ, ngắm sao trời thích chụp lại mọi thứ đẹp đẽ mà xuất hiện ngoài thiên nhiên,... nhiều người nhìn vô thì nói mình vô tư thoải mái nhưng đó chỉ đơn giản là những giây phút để mình thanh lọc cơ thể sau khoảng thời gian mệt mỏi cũng là lúc mình quên đi mọi lo âu ngoài kia và tận hưởng từng giây phút từng nhịp thở. Nên nếu các bạn gặp vấn đề về cuộc sống thì nên bình tĩnh giải quyết cái nào rối quá thì gỡ nó ra chứ đừng bỏ cuộc, đừng bao giờ tham gia vào những thú vui vô bổ mà nghĩ mình sẽ lấy được mọi thứ từ người khác nên nhớ đời không ai cho ai thứ gì miễn phí cả tất cả đều phải trả bằng cái giá của nó! và đừng nghĩ chọn cái cht là sẽ giải thoát những gì mình đã gây ra vì cái cht chỉ là cách chốn chạy của kẻ yếu đuối! Đừng bỏ cuộc mạnh mẽ cùng tôi nhé! Chúng ta mạnh mẽ hơn như thế!",round5_active_learning,3.0
,1,,,0,,"Mẹ chẳng bao giờ lắng nghe mình nói cả, dù chỉ là chuyện nhỏ nhất. Với các em mình thì mẹ lại yêu thương hơn làm cho mình đau lắm. Nhiều khi khóc, thì mình chỉ khóc 1 mình không cho ai biết cả kể đó là người mà mình tin tưởng nhất",round5_active_learning,3.0
,0,,,0,,ad ơi e có một vấn đề nan giải mà phải nói là cực kì khó giải quyết kiểu như mình muốn bắt chuyện với họ mà họ trông kiểu ko quan tâm và phiền ấy ạ? e ngồi chung bàn vs một bạn bao nhiêu ngày tháng trời mà chả bao h hai đứa nói vs nhau câu nào. nghe kiểu đúng khó tin luôn ấy.kiểu e muốn nói chuyện mà sợ họ phiền vs họ cc ko quan tâm mình ấy ạ. làm s để bắt ch tự nhiên mà cx ko lm ng khó chịu vậy hả ad?,round5_active_learning,3.0
,0,,,0,,"Em đang rất áp lực về điểm vì lịch học e ko có lên plant cụ thể và nó khiến cho e cảm thấy rất thiếu năng lượng và động lực học ,cấp 3 thật sự phải chăm chỉ và tạo đc thời gian học đúng thì mới hiệu quả , hôm nay e nhận đc điểm của 1 vài môn thì rất sốc và bây g xem đc video này e hứa sẽ học nghiêm túc hơn cảm ơn chị nhìu<333",round5_active_learning,3.0
,0,,,0,,"Có ai hiểu cái cảm giác chuyển trường sau 4 năm dài đăng đẳng và biết bao kỷ niệm, để rồi cuối cùng đẹp như mơ ấy lại mất đi trong nỗi buồn tuổi của tôi. Tôi sinh sống cùng ông bà ngoại từ nhỏ đến năm lớp 4, mọi thứ rất đẹp cho đến cái ngày định mệnh ấy - cái ngày mà tôi ghét nhất đời mình, ngày tôi mất bà, chuyển trường vì sang ở cùng ba mẹ, lúc đó tôi chỉ nghĩ đơn giản là bạn mới thôi mà, giờ nghe bài này và nghĩ kĩ lại mọi thứ tôi lại chợt nhận ra rằng: quê tôi, mọi người ai cũng dễ mến, đến nơi thành thị thấy bạn bè cứ chảnh thế nào á. Năm lớp 5, tôi về lại thăm lớp cũ của tôi, tôi lại nhận ra 1 thứ đau đớn hơn, đó là những người tôi quý trọng đã quên tôi gần hết - một cái buồn như xát muối vào tim tôi đến tận bây giờ, giờ tôi muốn gặp họ, nói chuyện như những người bạn cũ nhưng sợ trái tim lại đau hơn nữa, tôi nên làm gì đây.",round5_active_learning,3.0
,1,,,0,,"Em vừa coi video của chị vừa ngồi khóc, em khóc suốt 1 tuần nay rồi",round5_active_learning,3.0
,0,,,0,,"Em xa ss giờ em hết động lực rồi, câu chuyện của ss đang kể là giống em a ss",round5_active_learning,3.0
,1,,,0,,"29/03/2026 bế tắc thật sự , không biết phải thoát ra kiểu gì ?",round5_active_learning,3.0
,0,,,0,,"Nếu bạn thường xuyên bị mất ngủ đêm, mất ngủ kéo dài thì đừng vội tìm hiểu xem mất ngủ uống thuốc gì. 10 mẹo hữu ích sau có thể giúp bạn cải thiện hiệu quả tình trạng mất ngủ thường xuyên gồm: Uống sữa ấm; Giữ phòng ngủ yên tĩnh, sạch sẽ; Ăn đồ ăn nhẹ có tính chất gây buồn ngủ; Đầu tư gối, chăn phù hợp; Không ăn quá muộn vào buổi tối; Không tập thể dục sát giờ đi ngủ; Không để thiết bị điện tử trên giường; Hãy rời khỏi giường; Đi ngủ sớm; Tập yoga…",round5_active_learning,3.0
,0,,,0,,"Tôi thấy thời nào cũng có nhiều người bị bệnh tâm lý nhưng do thời trước người ta không có đủ kênh thông tin, không có kiến thức, không dám đối mặt với vấn đề của bản thân (nhiều người lớn mắc bệnh kêu đi khám đi mà luôn mồm bảo ""tao có bệnh gì đâu"" hay ""thôi kệ nó""). Còn genZ thì có quá nhiều nguồn thông tin, kiến thức được trang bị từ cấp tạo nhân vật, lo lắng cho sức khoẻ của bản thân vì nhìn thấy nhiều người lớn người già mắc bệnh mà lì không chịu đi chữa nên mới sinh ra cái gọi là ""tỉ lệ genZ trầm cảm ngày càng tăng"". Thật ra thì trầm cảm gì đâu, chỉ do chúng nó khéo tưởng tượng.",round5_active_learning,3.0
,0,,,0,,Bài hát này giống như tâm trạng của mình rất đau,round5_active_learning,3.0
,0,,,0,,Cuối kì 1 tôi rất cố gắng hơn giữa kì1 khi thi tôi cũng thấy áp lực hơn một chút chỉ vì gia đình tôi Tôi muốn học hết cấp 1 mình theo đuổi ước mơ của mình,round5_active_learning,3.0
,1,,,0,,"Một người quá nhạy cảm biết là một điều không tốt , nhưng nó đã ám lên cuộc đời mình rồi , lúc nào cũng nghĩ cho người khác sợ ngừoi khác buồn nhưng thật sự có ai sợ mình tổn thương không",round5_active_learning,3.0
,0,,,0,,"theo t thì quản lý chặt quá từ đầu là sai,nhưng nó lì mới quản chặt thì lại đúng,rất đúng là đằng khác,vì sao quản chặt?nói dói trốn học,yêu đương quá tuổi,..nên việc ba mẹ mình làm cho mình cx chỉ vì tốt cho mình thôi,họ sống thời khó khăn nghèo nàn,tư tưởng họ có thể bị lạc hậu so với ngày nay,nhưng thử nghĩ sao họ ko bỏ m lúc mới sinh luôn đi?yêu thương nuôi lớn để nó đi chơi,cản quả càng hư,tức ko?",round5_active_learning,3.0
,1,,,0,,Giờ o đâu cũng là địa ngục nhiều khi chỉ muốn đc ơ phòng 🙂,round5_active_learning,3.0
,0,,,0,,"Kì thi thứ mà học sinh nào cũng đều căm ghét , căng thẳng , áp lực . có những em bị trượt tốt nghiệp do điểm vài môn yếu 😢",round5_active_learning,3.0
,0,,,0,,"Tinh cờ thấy vô nghe , hay quá cảm ơn bạn. K biết sao mình luôn bị suy nghĩ tiêu cực. Nhất là về đêm.",round5_active_learning,3.0
,0,,,0,,Mình 63t sống độc thân 17 năm chồng mất mình nuôi 5 đứa con 2 con trai mình nghe kể mà sợ bà mẹ chồng này,round5_active_learning,3.0
,0,,,0,,trầm cảm đang rất phổ biến ở giới trẻ luôn. cha mẹ nên quan tâm đến con trẻ hơn nữa,round5_active_learning,3.0
,0,,,0,,Chị ơi em im lặng 3 ngày rồi chưa có động tĩnh gi,round5_active_learning,3.0
,0,,,0,,Giống mk thế đc cả bố cả mẹ vô tâm như nhau.,round5_active_learning,3.0
,0,,,0,,Bác oi sao dùng thuốc nó mập thế ạ .nó tăng kí nhanh làm em stress thêm,round5_active_learning,3.0
,0,,,0,,Sao khi mình day huyệt bách hội thì mình cảm thấy hơi tức tức đau đau ạ,round5_active_learning,3.0
,0,,,0,,"3h sáng, mình đang đối mặt với kì thi tuyển sinh vào 10 mình thật sự rất rất mệt, nhiều đêm mình không ngủ được, trằn trọc mãi đến 2h 3h...",round5_active_learning,3.0
,0,,,0,,trong lúc nhắm mắt t đã vô tình đắp chăn:)),round5_active_learning,3.0
,0,,,0,,"""kệ , khóc chán rồi tự nín thôi ! "" câu nói mà mẹ lúc nào cũng nói khi tôi khóc 😊",round5_active_learning,3.0
,0,,,0,,Chào bác con bị khô cuống họng với ngứa cuống họng phải làm sao cho hết ạ,round5_active_learning,3.0
,0,,,0,,"Bệnh trầm cảm , nguyên nhân là do lượng Glucose trong cơ-thể bị giảm , thiếu , hãy kiểm tra , trước khi an mà lượng Glucose trong máu 6 đến 8 mlm thì đủ , sau khi ăn khoảng 2 tiếng , là 10 đến 12 mlm , khi bạn không đủ thì nên ăn thêm đường vàng , ( đường nguyên chất chưa tẩy trắng ) thiếu hụt Glucose sẽ dẩn đến nhiều bệnh nan y và ung thư , chúc mọi người An -vui ! Thân mến ,",round5_active_learning,3.0
,0,,,0,,Cũng là buồn đó buồn tới phát khóc mà la là buồn cười 😂😂,round5_active_learning,3.0
,0,,,0,,"Mãi ko ngủ được, strees với công việc quá. Càng lớn ta càng phải lo nghĩ nhiều hơn về gánh nặng cơm áo gạo tiền.Thật mệt , chúc mn đọc được cmt này luôn mạnh mẽ , và ko bao giờ bỏ cuộc bởi bất cứ lí do nào....",round5_active_learning,3.0
,0,,,0,,Mắc cười muốn chết mà mà ai cũng không họ sẽ luôn á😂😂😂😂,round5_active_learning,3.0
,0,,,0,,"thay vì như những đứa trẻ bình thường mà mơ mộng hão huyền thì tôi lại dập tắt những giấc mơ đó, ngày bé t rất thik xem những bộ phim mang tính tri thức và có thể học tập được, không vì lí do gì hết, chỉ đơn giản là tôi mong cầu bản thân giỏi hơn và tôi chỉ có 1 ước mơ, đó chính là giàu. không sai, từ khi lên cấp 2 tôi đã nhận ra giá trị của đồng tiền, thế giới này được vận hành bằng tiền và tôi phải có thật nhiều tiền. nghe có vẻ tôi đang khoác lác nhưng tôi dường như bị trưởng thành sớm và không thể ngây thơ như những người khác, thay vì chơi game để giết thời gian, tôi lại làm bài tập hoặc vui vẻ đọc truyện mà bản thân yêu thích. quay lại vấn đề chính thì tôi biết rằng bản thân phải mạnh mẽ để có thể vươn lên và không bị thứ gì ngăn cản, đó là lí do tôi thường xuyên dập tắt ước mơ hão huyền để quay trở hiện thực và xem lại bản thân là ai.",round5_active_learning,3.0
,0,,,0,,Chẳng sợ iêu ai.chỉ sợ tổn thương 😢,round5_active_learning,3.0
,0,,,0,,Tôi không bị khó ngủ Khi vào giấc ngủ tui vẫn biết những việc xung quanh mình nhưng không nhúc nhích được muốn thức nhưng không thức được là vấn đề gì vậy mn,round5_active_learning,3.0
,0,,,0,,Bac sĩ cho tôi hỏi tôi 45tuoi bị mất ngủ 12nam rồi mà đã diy khám ko ra bệnh có lần toiy đi chụp cộng hưởng từ thì bác sỹ bảo hẹp động mạch 2ben đốt sống cổ như bác sỹ kê đơn thuốc như lại lấy thuốc châm cảm tôi sin bác sỹ tư vấn ạ xin cảm ơn,round5_active_learning,3.0
,0,,,0,,"Mỗi người đều có khả năng tự chữa lành những vết thương về thể xác, nhưng đôi khi, chúng ta quên đi rằng cũng cần phải chăm sóc và chữa trị những vết thương trong tâm hồn. Nếu để những vết thương ấy tồn tại, chúng không ngừng làm đau đớn và gây khó khăn cho cuộc sống của bạn. Chính vì vậy, việc chữa trị và làm lành mọi vết thương, cả về thể xác lẫn tâm hồn, là điều vô cùng quan trọng để bạn có thể tiến lên mạnh mẽ và hạnh phúc hơn.",round5_active_learning,3.0
,0,,,0,,Có thuốc nào uống hết lo âu không Hương,round5_active_learning,3.0
,1,,,0,,"1 mình chịu đựng tất cả Họ đâu biết tôi tổn thương ra sao Họ đâu biết tôi suy nghĩ gì Họ đâu thể nào hiểu ""HỌ KO MUỐN HIỂU"" Cuộc sông là 1 trò chơi mà thượng đế tạo ra để thử thách sức chịu đựng của chúng ta Nhưng sức chịu đựng của tôi có giới hạng",round5_active_learning,3.0
,0,,,0,,Cố gắng len nào moi người ơi mình cũng hay bị suy nghi nhiều nhưng phai cố gắng,round5_active_learning,3.0
,0,,,0,,"Đau thật. Mình mới kết thúc 1 mqh 😢. Vì anh thấy đổi so vs lúc thuở đầu nhiều lắm. Chúng mình ko có nhiều thời gian cho nhau, mà anh lại có thời gian dành những mqh khác hơn. Mình đã cố gắng níu kéo nhưng anh nói anh cảm thấy mệt r.",round5_active_learning,3.0
,0,,,0,,"Mỗi khi buồn tôi chỉ có thể nghe nhạc để cân bằng lại cảm xúc , để âm nhạc an ủi tâm hồn đang bị tổn thương, để có thể suy nghĩ tích cực hơn .",round5_active_learning,3.0
,0,,,0,,"Anh chẳng thể yêu em ai nữa, vì em vì những ngày xưa .... buồn 😢",round5_active_learning,3.0
,0,,,0,,đầu đè dô chỗ nao cũng đau là bệnh gì a,round5_active_learning,3.0
